OG0000931	LRP1_HUMAN	29.22	510	320	15	1692	2173	24	520	2e-56	  223
OG0000931	LRP1_HUMAN	34.76	374	210	16	50	404	487	845	6e-46	  188
OG0000931	LRP1_HUMAN	27.50	509	285	19	2534	2978	23	511	6e-39	  165
OG0000931	LRP1_HUMAN	25.90	363	238	10	2621	2980	1855	2189	6e-30	  135
OG0000931	LRP1_HUMAN	26.36	368	235	14	2621	2975	487	831	3e-23	  113
OG0000931	LRP1_HUMAN	40.96	83	43	3	2299	2375	26	108	2e-05	54.7
OG0000931	LRP1_HUMAN	32.17	115	67	5	2170	2273	21	135	2e-05	54.3
OG0000931	LRP1_HUMAN	40.96	83	43	4	1561	1638	25	106	4e-05	53.5
OG0009115	TMED7_RAT	61.50	187	72	0	19	205	34	220	7e-84	  254
OG0003728	ODPX_MOUSE	41.12	394	197	9	344	709	115	501	2e-72	  250
OG0008386	GLO2_DANRE	60.00	275	106	2	35	306	29	302	4e-122	  359
OG0005856	FEZF2_XENLA	44.09	186	88	4	315	500	247	416	5e-40	  158
OG0005856	FEZF2_XENLA	35.04	117	63	3	389	501	236	343	4e-09	63.5
OG0000884	CLCN3_RABIT	61.84	828	294	6	47	862	1	818	0.0	 1019
OG0002569	NAA15_HUMAN	57.08	855	358	5	8	854	6	859	0.0	  959
OG0009691	MAX_MOUSE	56.21	169	58	5	1	166	1	156	1e-47	  158
OG0001139	XRN1_HUMAN	50.94	1221	534	18	1	1196	1	1181	0.0	 1188
OG0000396	RTJK_DROME	31.79	173	107	4	63	228	411	579	1e-14	77.0
OG0004528	VAC14_XENLA	49.67	769	314	12	2	699	3	769	0.0	  713
OG0001787	RIC8A_DANRE	38.02	605	303	8	4	601	5	544	2e-119	  372
OG0004793	SNPC1_MOUSE	26.79	224	156	5	346	567	22	239	2e-18	92.8
OG0001620	UBN2_RAT	35.74	235	124	4	380	597	434	658	1e-37	  156
OG0002315	DIDO1_HUMAN	45.10	51	21	1	339	382	269	319	2e-09	63.2
OG0001890	RHDF1_DANRE	40.55	836	401	21	144	914	49	853	0.0	  605
OG0000808	TBA1C_HUMAN	93.33	375	24	1	38	412	76	449	0.0	  712
OG0009640	RS4_LYSTE	80.69	259	50	0	19	277	1	259	8e-157	  444
OG0003185	T2FA_DROME	49.70	328	156	6	9	333	38	359	1e-74	  259
OG0001672	COR1A_RAT	52.69	427	195	5	22	444	6	429	3e-159	  471
OG0002066	TANC1_HUMAN	43.33	210	87	3	324	501	351	560	9e-40	  159
OG0003203	SCMC2_XENLA	56.34	465	192	5	22	484	56	511	0.0	  541
OG0000742	CBX5_HUMAN	44.59	74	36	2	394	463	20	92	1e-08	58.9
OG0000742	CBX5_HUMAN	40.43	47	28	0	335	381	20	66	2e-05	48.9
OG0000742	CBX5_HUMAN	40.82	49	29	0	277	325	20	68	3e-04	45.8
OG0002552	DDB1_CHICK	65.44	1143	381	6	11	1143	2	1140	0.0	 1538
OG0001817	SCN60_DROME	76.45	688	153	5	1	687	1777	2456	0.0	 1095
OG0001817	SCN60_DROME	30.52	249	148	7	258	502	676	903	5e-17	90.1
OG0001817	SCN60_DROME	27.43	113	74	3	1	108	164	273	6e-07	57.4
OG0001817	SCN60_DROME	22.62	168	106	5	266	427	122	271	3e-05	52.0
OG0006233	MCPI_MELCP	41.25	80	38	2	80	158	11	82	5e-11	62.0
OG0006233	MCPI_MELCP	37.78	90	47	2	70	158	49	130	8e-11	61.2
OG0004354	LMBRL_MOUSE	47.71	480	222	7	26	502	16	469	6e-134	  405
OG0002719	DX39B_CANLF	85.82	423	58	1	28	450	5	425	0.0	  765
OG0001347	CO4A1_DROME	48.79	1738	784	23	292	1962	79	1777	0.0	 1033
OG0001347	CO4A1_DROME	39.38	1422	608	36	221	1469	207	1547	3e-114	  406
OG0000957	CRB_DROME	38.91	1956	1015	47	442	2305	272	2139	0.0	 1274
OG0000957	CRB_DROME	35.26	950	512	28	101	967	89	1018	9e-148	  515
OG0000957	CRB_DROME	27.85	553	289	20	119	623	1577	2067	1e-32	  143
OG0000957	CRB_DROME	32.59	270	103	10	270	471	761	1019	5e-21	  105
OG0005783	PGCA_CANLF	26.62	139	91	5	36	168	2112	2245	2e-09	60.1
OG0001192	CRML_MOUSE	52.44	225	99	3	162	378	153	377	2e-68	  258
OG0003525	TCPB_BOVIN	73.97	534	138	1	29	562	3	535	0.0	  801
OG0006910	IGFBP_CUPSA	40.41	245	140	3	13	254	1	242	1e-51	  175
OG0007355	NAC2_MOUSE	37.33	450	236	9	23	441	34	468	1e-73	  254
OG0007880	MACD1_RAT	49.19	248	105	3	61	302	26	258	6e-75	  236
OG0003745	PAR12_MOUSE	27.67	694	382	29	392	1052	81	687	5e-60	  223
OG0004366	PSMD6_DROME	70.44	389	115	0	23	411	1	389	0.0	  577
OG0000046	RTJK_DROME	27.01	348	230	10	7	338	381	720	3e-26	  114
OG0002948	DJC14_MOUSE	41.63	233	121	5	804	1028	426	651	4e-47	  184
OG0000492	NF1_HUMAN	61.66	2517	814	25	24	2449	1	2457	0.0	 3118
OG0000492	NF1_HUMAN	50.00	240	98	8	2699	2924	2595	2826	6e-34	  148
OG0003312	PAT3_CAEEL	35.68	213	113	9	186	378	528	736	5e-28	  120
OG0000922	WASH7_HUMAN	45.74	1126	605	5	35	1154	16	1141	0.0	 1073
OG0004538	LRSM1_MOUSE	27.68	802	486	17	1	785	1	725	6e-65	  235
OG0007079	PP1A_RAT	93.93	313	15	2	22	330	17	329	0.0	  605
OG0007004	EIF3H_BOMMO	60.30	330	131	0	10	339	3	332	6e-145	  420
OG0005219	F107B_MOUSE	42.59	108	60	2	238	345	14	119	1e-13	71.2
OG0003475	PIMT_CHICK	64.57	223	79	0	25	247	1	223	6e-102	  303
OG0000632	STMN2_CHICK	32.17	143	97	0	52	194	33	175	9e-10	61.2
OG0001054	PTN11_MOUSE	69.11	560	142	5	49	589	5	552	0.0	  778
OG0001054	PTN11_MOUSE	46.60	103	53	1	152	252	2	104	8e-21	  100
OG0002099	VWA5A_RAT	35.16	603	350	10	18	592	5	594	4e-105	  350
OG0002099	VWA5A_RAT	36.11	72	43	2	808	876	691	762	5e-05	50.8
OG0000076	MAST2_HUMAN	47.51	1547	631	47	143	1646	110	1518	0.0	 1042
OG0000667	MED13_DROME	39.86	1109	518	29	1121	2128	1558	2618	0.0	  729
OG0000667	MED13_DROME	41.56	320	129	6	11	279	44	356	2e-63	  245
OG0000667	MED13_DROME	28.75	240	103	4	783	957	951	1187	1e-13	81.3
OG0000667	MED13_DROME	31.69	183	73	4	981	1115	1298	1476	4e-13	79.3
OG0000250	YSM6_CAEEL	28.04	214	125	6	19	215	74	275	3e-13	71.2
OG0001502	ZN106_MOUSE	29.02	286	192	5	1938	2220	1535	1812	4e-30	  135
OG0001726	CPT1A_MOUSE	52.50	760	343	7	1	753	1	749	0.0	  841
OG0001726	CPT1A_MOUSE	66.25	80	27	0	748	827	624	703	1e-24	  114
OG0002329	MICU1_DROME	63.31	477	161	4	102	569	54	525	0.0	  583
OG0000292	LAMB1_DROME	48.34	1781	864	19	426	2176	32	1786	0.0	 1721
OG0005823	SEC13_RAT	68.40	307	92	4	50	352	2	307	7e-151	  435
OG0002167	RENT1_HUMAN	67.30	1150	300	18	1	1106	1	1118	0.0	 1523
OG0003324	NWD1_MOUSE	25.20	1024	683	28	185	1160	4	992	2e-62	  239
OG0001896	AN13D_MOUSE	50.00	638	268	11	90	717	8	604	0.0	  602
OG0002865	LC7L2_HUMAN	75.93	241	58	0	1	241	1	241	7e-127	  382
OG0003018	FLOT2_DROME	72.94	436	105	2	19	441	1	436	0.0	  664
OG0007914	AT5G_MANSE	71.54	130	23	2	30	145	2	131	1e-51	  166
OG0005821	EDC4_DANRE	31.96	557	307	15	107	660	112	599	3e-83	  304
OG0005821	EDC4_DANRE	35.34	365	217	6	1108	1454	1019	1382	3e-50	  199
OG0007052	PGK_DROME	77.11	415	95	0	32	446	1	415	0.0	  655
OG0002802	ELL_MOUSE	29.91	662	345	20	6	626	11	594	8e-52	  193
OG0001476	FSTL5_HUMAN	36.05	724	422	12	254	952	137	844	1e-149	  471
OG0001476	FSTL5_HUMAN	45.21	73	39	1	96	167	65	137	2e-12	75.1
OG0000271	DGK2_DROME	51.73	1013	402	17	279	1252	481	1445	0.0	 1009
OG0000271	DGK2_DROME	43.64	165	79	4	3	153	56	220	5e-20	  100
OG0000384	POL3_DROME	37.39	476	268	8	1045	1503	161	623	2e-92	  328
OG0003566	PIPNA_MOUSE	65.76	184	55	4	1	183	2	178	4e-75	  234
OG0004302	FRYL_HUMAN	50.89	1513	671	28	161	1643	2	1472	0.0	 1445
OG0004302	FRYL_HUMAN	37.56	993	492	21	1805	2767	1560	2454	2e-165	  580
OG0004302	FRYL_HUMAN	29.75	242	154	6	2863	3096	2646	2879	4e-09	66.6
OG0003323	UCK2_XENTR	65.02	243	78	1	105	340	19	261	1e-109	  327
OG0005264	ATFC_BOMMO	47.50	80	41	1	344	423	157	235	3e-12	69.7
OG0001707	Y0915_DROME	45.95	346	160	6	52	377	60	398	3e-73	  263
OG0005597	ARRB1_RAT	57.54	464	121	7	8	464	4	398	1e-174	  504
OG0002334	RB27C_DROME	60.50	281	82	8	17	289	4	263	5e-100	  312
OG0002873	OVCH2_HUMAN	31.51	292	164	13	183	455	25	299	2e-34	  139
OG0004315	DXO_XENLA	29.09	361	233	8	53	397	47	400	1e-42	  160
OG0002578	RED1_MOUSE	44.16	308	146	8	97	383	67	369	1e-61	  217
OG0008974	MLR_BOMMO	62.50	160	58	1	61	220	32	189	2e-66	  210
OG0002437	KPCD3_MOUSE	60.89	831	263	17	8	802	60	864	0.0	  991
OG0001830	ITA1_DROME	45.58	498	250	10	1	485	105	594	2e-133	  421
OG0001276	GPCP1_HUMAN	37.41	663	358	18	8	654	7	628	2e-127	  401
OG0001469	UBP43_MOUSE	38.68	680	335	17	185	819	96	738	4e-139	  463
OG0000402	DLG1_HUMAN	53.89	963	314	18	15	906	1	904	0.0	  939
OG0000472	PGBD4_HUMAN	37.06	197	117	2	99	288	105	301	4e-36	  140
OG0001803	PRP16_BOVIN	60.54	1219	385	15	593	1779	73	1227	0.0	 1452
OG0003534	CAH2_TRIHK	43.46	260	136	7	125	378	4	258	3e-62	  207
OG0008467	RL8_SPOFR	80.71	254	49	0	18	271	1	254	2e-151	  430
OG0005247	HSDL2_DANRE	64.07	423	139	5	29	446	1	415	0.0	  526
OG0006966	SETMR_MOUSE	34.32	373	164	13	211	569	1	306	2e-44	  165
OG0001171	HTS_DROME	55.32	611	239	6	15	606	7	602	0.0	  699
OG0007014	UBFD1_HUMAN	62.67	225	82	1	82	306	84	306	8e-100	  302
OG0007486	POF_DROME	23.60	178	113	5	110	280	133	294	3e-09	60.8
OG0001169	TRC_DROME	81.37	451	83	1	92	542	9	458	0.0	  784
OG0001169	TRC_DROME	80.23	86	17	0	1	86	244	329	4e-40	  155
OG0001722	MICU1_DANRE	46.49	228	102	5	97	309	7	229	8e-57	  196
OG0005490	AUP1_XENLA	38.00	429	217	6	35	462	6	386	4e-75	  247
OG0003088	SPG20_DROME	30.38	372	223	6	198	543	175	536	1e-47	  179
OG0005899	GHITM_HUMAN	51.75	315	142	6	68	380	39	345	2e-88	  277
OG0005829	SF3A2_HUMAN	83.33	228	29	2	1	224	1	223	3e-118	  357
OG0000743	DDX5_HUMAN	58.18	220	85	2	15	231	5	220	1e-78	  254
OG0001786	INT3_PONAB	42.74	1074	536	18	10	1070	36	1043	0.0	  824
OG0001420	JERKL_HUMAN	46.75	77	40	1	18	94	3	78	1e-10	69.7
OG0001107	RANB3_MACFA	39.23	260	133	8	437	672	192	450	5e-38	  151
OG0008533	PLST_RAT	55.20	625	265	8	18	631	5	625	0.0	  664
OG0003970	GTD2A_HUMAN	27.35	607	344	14	14	613	422	938	2e-54	  204
OG0002975	GBRB3_DROME	70.76	489	117	6	69	539	15	495	0.0	  661
OG0001643	C2D1_DROME	39.13	920	434	23	22	919	1	816	1e-171	  526
OG0006643	PP4C_PONAB	93.49	307	20	0	36	342	1	307	0.0	  607
OG0008425	GSTT7_ANOGA	48.85	217	105	4	5	218	5	218	9e-63	  201
OG0007818	COAC_MOUSE	59.68	124	50	0	137	260	72	195	1e-50	  171
OG0000554	NCAM1_CHICK	24.18	364	240	13	101	439	267	619	6e-25	  112
OG0000554	NCAM1_CHICK	26.96	319	210	10	22	334	9	310	1e-14	80.5
OG0000554	NCAM1_CHICK	25.85	236	153	9	106	327	174	401	5e-10	65.5
OG0001408	BTBD8_HUMAN	36.69	248	138	4	1244	1482	137	374	1e-40	  161
OG0001905	PUS7_HUMAN	36.59	492	259	9	419	905	205	648	2e-93	  317
OG0001905	PUS7_HUMAN	35.87	92	49	3	107	195	111	195	3e-06	55.1
OG0001385	S17A5_HUMAN	39.26	517	281	7	279	794	2	486	2e-114	  363
OG0009047	RL13A_HUMAN	62.69	201	75	0	28	228	1	201	2e-89	  269
OG0002421	LSG1_DANRE	50.85	647	280	12	1	617	1	639	0.0	  602
OG0002841	LMAN1_HUMAN	46.42	489	233	7	31	510	42	510	4e-146	  436
OG0001914	SRRM2_HUMAN	50.57	174	80	3	1	173	1	169	2e-43	  174
OG0000072	AMPH_CHICK	39.41	269	162	1	18	285	1	269	8e-55	  202
OG0000072	AMPH_CHICK	37.84	111	58	3	486	588	572	679	4e-10	66.2
OG0002298	YTHD3_PONAB	39.35	648	274	15	9	624	8	568	4e-105	  339
OG0009062	RL10_BOMMA	82.65	219	38	0	14	232	1	219	3e-135	  386
OG0009627	RS8_SPOFR	82.21	208	37	0	20	227	1	208	1e-124	  358
OG0007436	SRSF1_CHICK	71.98	207	43	5	42	242	12	209	8e-88	  268
OG0000901	SHEP_DROWI	69.12	204	58	3	124	323	232	434	4e-87	  284
OG0004167	BRAT_DROME	83.08	325	55	0	536	860	713	1037	0.0	  576
OG0004167	BRAT_DROME	36.51	241	130	4	179	401	328	563	7e-36	  150
OG0004167	BRAT_DROME	59.09	44	18	0	120	163	176	219	1e-09	65.9
OG0006973	TNNC1_HOMAM	75.00	140	35	0	17	156	11	150	5e-69	  212
OG0006973	TNNC1_HOMAM	41.43	70	40	1	86	155	5	73	4e-08	52.4
OG0000795	NCOA2_DANRE	38.36	378	206	10	23	388	9	371	7e-66	  250
OG0000566	NALP5_HUMAN	24.52	416	254	17	502	882	276	666	8e-11	71.2
OG0004827	BROX_RAT	48.69	421	205	4	1	421	1	410	1e-131	  392
OG0002166	TRIPB_HUMAN	32.52	449	271	7	1204	1627	1532	1973	3e-53	  210
OG0002557	MLF_DROME	67.35	98	30	1	183	278	102	199	4e-37	  142
OG0002689	ABRU_DROME	47.71	109	57	0	46	154	79	187	1e-28	  124
OG0003311	UBR7_HUMAN	43.51	416	223	7	12	421	15	424	6e-105	  324
OG0005121	KCNAL_DROME	85.61	542	77	1	1	542	1	541	0.0	  955
OG0001176	HMCT_BOMMO	40.54	735	386	18	2	698	48	769	7e-146	  500
OG0001176	HMCT_BOMMO	33.74	243	144	6	1172	1406	928	1161	9e-32	  139
OG0001176	HMCT_BOMMO	31.61	174	105	3	792	959	948	1113	3e-15	85.9
OG0001176	HMCT_BOMMO	24.19	525	277	26	96	571	1892	2344	1e-10	70.9
OG0001176	HMCT_BOMMO	26.28	156	98	5	787	941	1115	1254	2e-10	69.7
OG0001176	HMCT_BOMMO	27.52	258	130	13	965	1168	507	761	5e-09	65.1
OG0001176	HMCT_BOMMO	22.59	363	240	13	185	522	1602	1948	7e-09	64.7
OG0001176	HMCT_BOMMO	31.87	91	54	3	966	1050	782	870	3e-05	52.4
OG0000124	POL_SFV3L	23.90	205	128	7	136	338	807	985	8e-06	52.8
OG0002156	AMRA1_MOUSE	57.80	173	73	0	65	237	29	201	2e-59	  229
OG0002156	AMRA1_MOUSE	38.76	258	123	8	1538	1769	790	1038	5e-40	  166
OG0007482	AATC_MOUSE	60.54	408	156	1	37	439	5	412	7e-180	  516
OG0006979	SARNP_MOUSE	30.94	265	108	9	29	289	11	204	2e-16	80.5
OG0004419	ROP_DROME	64.49	597	196	3	12	595	1	594	0.0	  806
OG0003130	BRPF1_HUMAN	52.78	449	163	9	4	444	1	408	3e-150	  465
OG0002009	LETM1_CHICK	43.19	690	323	17	98	781	99	725	5e-158	  487
OG0000992	PNUT_DROME	70.02	427	120	4	286	705	114	539	0.0	  593
OG0007920	ZMAT5_DANRE	37.95	166	94	3	24	185	1	161	2e-24	99.4
OG0002163	F214A_DANRE	51.30	308	108	10	1155	1447	708	988	3e-70	  260
OG0002163	F214A_DANRE	32.71	214	135	4	42	247	15	227	6e-25	  116
OG0000719	LACH_SCHAM	25.43	350	198	8	55	384	28	334	5e-24	  106
OG0002281	GEMI5_HUMAN	24.63	1352	851	36	22	1306	8	1258	4e-87	  317
OG0008487	SPCS3_DROME	59.20	174	71	0	28	201	1	174	2e-71	  221
OG0005537	NIPSN_DROME	61.24	258	97	2	29	285	18	273	3e-114	  337
OG0006648	ISCU_MOUSE	72.08	154	40	1	13	163	10	163	1e-74	  228
OG0003380	CK5P2_MOUSE	50.51	99	48	1	70	168	50	147	1e-18	97.1
OG0002253	CHAO_DROME	37.70	1321	725	16	143	1399	5	1291	0.0	  838
OG0002253	CHAO_DROME	26.08	997	590	29	1	897	126	1075	2e-49	  196
OG0001752	SLO1_CAEEL	64.45	467	133	5	1	441	471	930	0.0	  580
OG0001375	GRK5_HUMAN	68.49	549	166	5	1	548	1	543	0.0	  736
OG0001495	MCF2L_MOUSE	42.41	349	198	2	8	353	57	405	7e-93	  306
OG0007968	4EBP2_HUMAN	69.44	72	21	1	64	134	12	83	1e-25	  100
OG0004360	NHP1_BABBO	32.18	87	58	1	95	180	11	97	1e-07	54.3
OG0000780	UNC89_CAEEL	27.56	1745	1093	61	349	1994	3580	5252	2e-131	  466
OG0000780	UNC89_CAEEL	27.37	1732	1102	56	342	1994	3810	5464	3e-123	  439
OG0000780	UNC89_CAEEL	25.74	1764	1108	48	380	1994	4521	6231	3e-118	  423
OG0000780	UNC89_CAEEL	25.58	1775	1128	58	346	1994	4299	6006	5e-118	  422
OG0000780	UNC89_CAEEL	26.05	1758	1103	58	348	1993	3685	5357	6e-115	  413
OG0000780	UNC89_CAEEL	25.29	1744	1129	49	348	1993	3285	4952	3e-114	  410
OG0000780	UNC89_CAEEL	25.72	1742	1116	56	349	1994	4018	5677	2e-111	  402
OG0000780	UNC89_CAEEL	26.38	1774	1079	65	349	1993	3087	4762	2e-111	  402
OG0000780	UNC89_CAEEL	24.27	1792	1144	49	348	1994	4399	6122	3e-110	  398
OG0000780	UNC89_CAEEL	24.58	1717	1100	49	429	1993	2615	4288	9e-110	  396
OG0000780	UNC89_CAEEL	25.01	1715	1075	52	349	1910	4588	6244	2e-102	  372
OG0000780	UNC89_CAEEL	24.49	1760	1132	56	349	1994	2994	4670	1e-95	  350
OG0000780	UNC89_CAEEL	24.44	1657	1038	48	347	1844	4681	6282	1e-92	  341
OG0000780	UNC89_CAEEL	23.36	2106	1411	60	5	1993	1544	3563	7e-85	  315
OG0000780	UNC89_CAEEL	25.11	1358	890	41	727	1994	1950	3270	4e-76	  286
OG0000780	UNC89_CAEEL	25.24	630	432	16	584	1187	578	1194	2e-47	  192
OG0000780	UNC89_CAEEL	27.39	628	413	18	672	1266	561	1178	8e-44	  180
OG0000780	UNC89_CAEEL	25.65	694	465	24	774	1427	569	1251	2e-41	  172
OG0000780	UNC89_CAEEL	24.35	694	477	15	1048	1707	560	1239	2e-38	  162
OG0000780	UNC89_CAEEL	24.65	637	421	19	481	1075	560	1179	4e-38	  161
OG0000780	UNC89_CAEEL	25.43	582	396	13	1432	1994	562	1124	1e-37	  160
OG0000780	UNC89_CAEEL	25.51	682	458	19	1341	1993	567	1227	6e-36	  154
OG0000780	UNC89_CAEEL	23.76	665	434	18	380	1006	579	1208	7e-34	  147
OG0000780	UNC89_CAEEL	23.26	619	403	18	349	935	648	1226	1e-25	  120
OG0000780	UNC89_CAEEL	25.56	360	252	6	1597	1951	534	882	4e-20	  102
OG0000780	UNC89_CAEEL	27.53	178	126	1	671	845	6422	6599	2e-15	86.7
OG0000780	UNC89_CAEEL	27.44	379	225	13	430	785	914	1265	8e-12	75.1
OG0000780	UNC89_CAEEL	28.65	185	114	6	1819	1993	6411	6587	1e-11	74.7
OG0000780	UNC89_CAEEL	26.63	169	117	3	1638	1803	6433	6597	3e-11	73.2
OG0000780	UNC89_CAEEL	29.38	177	112	4	1733	1906	6431	6597	9e-11	71.6
OG0000780	UNC89_CAEEL	28.92	166	106	4	969	1127	6437	6597	2e-08	63.9
OG0000780	UNC89_CAEEL	25.81	186	129	5	764	943	6421	6603	4e-08	62.8
OG0000780	UNC89_CAEEL	25.00	180	118	5	482	647	6423	6599	6e-06	55.8
OG0000780	UNC89_CAEEL	23.12	186	139	3	1234	1416	6416	6600	2e-05	53.9
OG0000780	UNC89_CAEEL	22.73	176	125	5	1150	1319	6427	6597	3e-05	53.1
OG0000780	UNC89_CAEEL	22.67	172	117	5	584	751	6440	6599	6e-05	52.4
OG0000780	UNC89_CAEEL	24.12	170	120	3	1339	1503	6427	6592	8e-04	48.5
OG0001105	PIPA_DROME	60.96	1122	386	8	33	1130	1	1094	0.0	 1380
OG0004319	NSMA_DROME	31.40	430	240	6	23	406	12	432	2e-71	  238
OG0000061	REEP2_MOUSE	54.86	175	68	3	526	700	3	166	5e-53	  190
OG0000698	LIAT1_HUMAN	35.64	188	79	12	894	1069	208	365	3e-08	61.6
OG0004954	ERF1_DROME	88.13	438	50	2	7	443	2	438	0.0	  801
OG0001051	POL3_DROME	40.94	171	95	2	3	172	458	623	3e-35	  136
OG0001418	KINH_DROME	67.46	965	269	7	11	931	10	973	0.0	 1300
OG0004643	LAP4A_GECJA	31.88	229	107	4	171	396	8	190	4e-31	  124
OG0007811	PRDX3_HUMAN	69.46	203	62	0	34	236	54	256	1e-104	  310
OG0000443	MRP4_HUMAN	49.31	1377	600	16	39	1407	10	1296	0.0	 1298
OG0007423	TBC14_HUMAN	55.84	385	167	3	527	909	293	676	1e-146	  457
OG0003523	UN112_DROME	57.81	723	253	13	8	697	4	707	0.0	  804
OG0002226	UBR4_HUMAN	51.78	3194	1287	48	590	3690	2150	5183	0.0	 3160
OG0004936	UBAC1_CHICK	35.76	425	238	13	29	440	1	403	5e-60	  212
OG0005779	ZFP62_HUMAN	53.73	201	93	0	131	331	220	420	2e-63	  228
OG0005779	ZFP62_HUMAN	46.70	197	105	0	127	323	160	356	1e-52	  196
OG0005779	ZFP62_HUMAN	47.67	193	101	0	138	330	423	615	5e-52	  194
OG0005779	ZFP62_HUMAN	47.92	192	100	0	138	329	507	698	9e-52	  193
OG0005779	ZFP62_HUMAN	44.55	220	93	2	133	323	445	664	3e-51	  192
OG0005779	ZFP62_HUMAN	46.19	197	106	0	127	323	356	552	9e-50	  187
OG0005779	ZFP62_HUMAN	47.24	199	103	2	133	330	669	866	2e-49	  187
OG0005779	ZFP62_HUMAN	46.63	193	103	0	138	330	283	475	5e-48	  182
OG0005779	ZFP62_HUMAN	45.08	193	106	0	131	323	388	580	1e-47	  181
OG0005779	ZFP62_HUMAN	45.60	193	105	0	138	330	619	811	4e-47	  180
OG0005779	ZFP62_HUMAN	44.22	199	110	1	133	330	557	755	6e-45	  174
OG0005779	ZFP62_HUMAN	44.56	193	107	0	138	330	535	727	2e-43	  169
OG0005779	ZFP62_HUMAN	42.49	193	111	0	138	330	591	783	2e-42	  166
OG0005779	ZFP62_HUMAN	38.79	214	103	1	138	323	311	524	7e-41	  162
OG0005779	ZFP62_HUMAN	47.88	165	86	0	166	330	143	307	3e-40	  160
OG0005779	ZFP62_HUMAN	41.18	119	70	0	212	330	133	251	2e-19	96.3
OG0005779	ZFP62_HUMAN	38.20	89	55	0	245	333	138	226	1e-10	68.2
OG0001101	NHRF1_RABIT	52.78	108	49	1	2	109	3	108	2e-30	  124
OG0001101	NHRF1_RABIT	53.12	96	43	1	11	106	152	245	1e-24	  108
OG0000941	SQD_DROME	59.83	239	71	3	34	272	4	217	9e-89	  279
OG0001825	WASF3_HUMAN	39.94	343	139	9	1	342	1	277	7e-60	  213
OG0002299	APKC_DROME	72.53	597	157	3	11	606	16	606	0.0	  884
OG0003559	IOV7_CHICK	29.19	370	188	15	55	373	110	456	6e-28	  117
OG0003559	IOV7_CHICK	29.87	318	167	11	55	337	176	472	1e-21	99.8
OG0003559	IOV7_CHICK	26.34	391	211	15	55	389	45	414	2e-19	93.2
OG0003559	IOV7_CHICK	28.36	268	146	10	160	392	30	286	1e-15	82.0
OG0003559	IOV7_CHICK	29.27	246	124	8	48	270	235	453	1e-14	78.6
OG0003559	IOV7_CHICK	32.58	178	102	6	49	214	301	472	9e-13	73.2
OG0002793	CAB32_DROME	81.21	298	52	2	19	315	15	309	4e-172	  488
OG0000383	POL3_DROME	37.27	499	280	9	348	830	163	644	1e-93	  324
